item1,item2,n
eboni,yellow,1
japan,yellow,1
ornament,hedgerow,1
convert,hedgerow,1
upper,hedgerow,1
rough,hedgerow,1
inequ,speakingli,1
henri,inequ,1
shew,inequ,1
counteract,inequ,1
unsuit,inequ,1
indisposit,inequ,1
smith,inequ,1
unwilling,inequ,1
pitiabl,inequ,1
fairer,inequ,1
reprob,inequ,1
captain,inequ,1
tremul,inequ,1
speakingli,inequ,1
misconcept,inequ,1
emma,inequ,1
isabella,inequ,1
dispar,inequ,1
tilnei,inequ,1
clai,inequ,1
body,retent,1
control,retent,1
obedi,retent,1
harriet,retent,1
bewild,retent,1
tyrann,retent,1
elton,retent,1
uncle,evergreen,1
laurel,evergreen,1
growth,evergreen,1
thrive,evergreen,1
soil,evergreen,1
shed,nurtur,1
leaf,nurtur,1
sun,nurtur,1
soil,nurtur,1
strain,rhapsodis,1
apt,rhapsodis,1
famou,doge,1
lewi,doge,1
crawford,doge,1
xiv,doge,1
famou,xiv,1
lewi,xiv,1
crawford,xiv,1
doge,xiv,1
everyth,quietest,1
caper,quietest,1
plung,quietest,1
horse,quietest,1
religion,theoret,1
heroism,renown,1
king,renown,1
knight,renown,1
princ,renown,1
chivalri,renown,1
heroism,princ,1
richardson,princ,1
king,princ,1
knight,princ,1
renown,princ,1
chivalri,princ,1
goddard,princ,1
teacher,princ,1
nash,princ,1
sup,princ,1
heroism,chivalri,1
king,chivalri,1
knight,chivalri,1
renown,chivalri,1
princ,chivalri,1
blood,chill,1
hollow,chill,1
grant,chill,1
moan,chill,1
delightfulli,chill,1
annihil,chill,1
galleri,chill,1
edmund,chill,1
creep,chill,1
walter,chill,1
elliot,chill,1
fanni,gainer,1
lover,gainer,1
mari,gainer,1
thenc,gainer,1
uppercross,gainer,1
russel,gainer,1
fanni,shawl,1
fanny,shawl,1
frank,shawl,1
involuntarili,shawl,1
grant,shawl,1
east,shawl,1
indi,shawl,1
staircas,shawl,1
commiss,shawl,1
ann,shawl,1
captain,shawl,1
suppress,shawl,1
edmund,shawl,1
snow,shawl,1
dusk,shawl,1
churchil,shawl,1
churchill,shawl,1
uppercross,shawl,1
wentworth,shawl,1
henrietta,shawl,1
grant,turkei,1
east,turkei,1
chuse,turkei,1
weston,turkei,1
sharp,turkei,1
robert,turkei,1
frost,turkei,1
mutton,turkei,1
everybodi,turkei,1
dr,turkei,1
poultri,turkei,1
cook,turkei,1
goos,turkei,1
myrtl,turkei,1
turkey,turkei,1
leg,turkei,1
grievanc,unseason,1
catherin,unseason,1
26th,unseason,1
eleanor,unseason,1
ult,unseason,1
bode,unseason,1
commend,nurseryman,1
mari,nurseryman,1
poulter,nurseryman,1
paul,nurseryman,1
commend,poulter,1
mari,poulter,1
nurseryman,poulter,1
paul,poulter,1
grant,deaneri,1
westminst,deaneri,1
nurseryman,paul,1
poulter,paul,1
judgment,remot,1
devot,remot,1
exorbit,remot,1
punish,remot,1
jane,remot,1
maria,remot,1
mansfield,remot,1
baronet,remot,1
norris,remot,1
unpunctu,remot,1
fraud,remot,1
fairfax,remot,1
noblemen,remot,1
ful,remot,1
exorbit,unpunctu,1
remot,unpunctu,1
fraud,unpunctu,1
exorbit,fraud,1
supper,fraud,1
infam,fraud,1
remot,fraud,1
unpunctu,fraud,1
turkei,myrtl,1
prudent,obscur,1
mysteri,obscur,1
reveal,obscur,1
vigour,obscur,1
birth,obscur,1
secondli,obscur,1
sailor,obscur,1
grandfath,obscur,1
horribli,obscur,1
campbel,obscur,1
palpabl,obscur,1
undu,obscur,1
woodhous,obscur,1
parentag,obscur,1
distinctli,obscur,1
dreamt,obscur,1
fanny,sorrowful,1
crawford,sorrowful,1
fanni,audaci,1
flight,audaci,1
edmund,audaci,1
grant,turkey,1
cook,turkey,1
turkei,turkey,1
ti,leg,1
rheumat,leg,1
fever,leg,1
chuse,leg,1
boil,leg,1
stomach,leg,1
contend,leg,1
mutton,leg,1
salt,leg,1
catherin,leg,1
cook,leg,1
roast,leg,1
goos,leg,1
turkei,leg,1
tie,leg,1
pork,leg,1
steak,leg,1
emma,leg,1
hartfield,leg,1
unwholesom,leg,1
eaten,leg,1
goddard,leg,1
serl,leg,1
turnip,leg,1
porker,leg,1
loin,leg,1
fri,leg,1
greas,leg,1
carrot,leg,1
parsnip,leg,1
wedg,leg,1
morland,leg,1
walcot,leg,1
forehand,leg,1
crippl,leg,1
fanni,beseech,1
frank,correctli,1
luxuri,correctli,1
adjust,correctli,1
thoma,correctli,1
coachman,correctli,1
catherin,correctli,1
churchil,correctli,1
surpriz,correctli,1
udolpho,correctli,1
octagon,correctli,1
outliv,glossi,1
autumn,glossi,1
upper,glossi,1
nut,glossi,1
bough,glossi,1
exemplifi,glossi,1
norris,thereon,1
fanni,toil,1
hardship,toil,1
ann,toil,1
mari,toil,1
soldier,toil,1
slow,toil,1
elizabeth,toil,1
quieter,toil,1
edmund,toil,1
crawford,toil,1
unsatisfactori,toil,1
everyth,unfeelingli,1
fanni,unfeelingli,1
weston,unfeelingli,1
carelessli,unfeelingli,1
everybodi,unfeelingli,1
improperli,unfeelingli,1
flirt,unfeelingli,1
dishonour,unfeelingli,1
emma,unfeelingli,1
mansfield,equinox,1
judgment,endang,1
sold,endang,1
mainten,endang,1
repair,endang,1
shot,endang,1
shoot,endang,1
neck,endang,1
bold,endang,1
foresight,endang,1
famou,endang,1
gig,endang,1
swallow,endang,1
persist,endang,1
strengthen,endang,1
solemnli,endang,1
allus,endang,1
dog,endang,1
thoma,endang,1
coachman,endang,1
vehem,endang,1
fox,endang,1
skill,endang,1
catherin,endang,1
captain,endang,1
louisa,endang,1
incred,endang,1
union,endang,1
pavement,endang,1
bought,endang,1
race,endang,1
bird,endang,1
infallibli,endang,1
tremend,endang,1
thread,endang,1
emma,endang,1
isabella,endang,1
gutter,endang,1
allei,endang,1
fitli,endang,1
winner,endang,1
hound,endang,1
huntsman,endang,1
trodden,endang,1
summari,endang,1
wentworth,endang,1
henrietta,endang,1
impeach,endang,1
endang,tremend,1
east,atlant,1
indi,atlant,1
gibraltar,atlant,1
lisbon,atlant,1
cork,atlant,1
fanni,avert,1
motionless,avert,1
squar,avert,1
weston,avert,1
forese,avert,1
firmer,avert,1
birth,avert,1
captain,avert,1
louisa,avert,1
fireplac,avert,1
harriet,avert,1
inexpressibli,avert,1
push,avert,1
misinterpret,avert,1
emma,avert,1
isabella,avert,1
highburi,avert,1
brunswick,avert,1
goddard,avert,1
divest,avert,1
russel,avert,1
musgrove,avert,1
benwick,avert,1
earn,drake,1
duck,drake,1
henri,menu,1
limit,menu,1
blank,menu,1
easter,menu,1
sermon,menu,1
plaisir,menu,1
henri,plaisir,1
limit,plaisir,1
blank,plaisir,1
easter,plaisir,1
sermon,plaisir,1
menu,plaisir,1
bertram,cadet,1
baronet,cadet,1
everyth,preemin,1
resourc,preemin,1
impud,preemin,1
destin,preemin,1
steadili,preemin,1
orderli,preemin,1
sobrieti,preemin,1
thrush,preemin,1
pencil,tablet,1
henri,coast,1
judgment,coast,1
hunter,coast,1
seal,coast,1
mari,coast,1
mansfield,coast,1
crawford,coast,1
alloi,wholesom,1
healthi,wholesom,1
cultiv,wholesom,1
basket,wholesom,1
body,wholesom,1
awaken,wholesom,1
sun,wholesom,1
gather,wholesom,1
school,wholesom,1
smooth,wholesom,1
perturb,wholesom,1
reput,wholesom,1
cherri,wholesom,1
undoubt,wholesom,1
philipp,wholesom,1
constitut,wholesom,1
bonnet,wholesom,1
comment,wholesom,1
bristol,wholesom,1
recreat,wholesom,1
decidedli,wholesom,1
cook,wholesom,1
hire,wholesom,1
deservedli,wholesom,1
grove,wholesom,1
delici,wholesom,1
bread,wholesom,1
flavour,wholesom,1
eatabl,wholesom,1
stoop,wholesom,1
glare,wholesom,1
basin,wholesom,1
promin,wholesom,1
woodhous,wholesom,1
highburi,wholesom,1
knightlei,wholesom,1
elton,wholesom,1
eaten,wholesom,1
goddard,wholesom,1
chilblain,wholesom,1
gruel,wholesom,1
appl,wholesom,1
hungri,wholesom,1
bake,wholesom,1
mapl,wholesom,1
strawberri,wholesom,1
apparatu,wholesom,1
hautboi,wholesom,1
chili,wholesom,1
currant,wholesom,1
fanni,hole,1
pin,hole,1
torn,hole,1
catherin,hole,1
sleev,hole,1
allen,hole,1
skin,ting,1
faultless,ting,1
soft,ting,1
indescrib,tout,1
ensembl,tout,1
indescrib,ensembl,1
tout,ensembl,1
everyth,plung,1
sacrif,plung,1
reprob,plung,1
outwardli,plung,1
maria,plung,1
ador,plung,1
caper,plung,1
quietest,plung,1
horse,plung,1
judgment,harder,1
anybodi,harder,1
fanni,harder,1
fanny,harder,1
although,harder,1
previou,harder,1
eighteen,harder,1
flatteri,harder,1
doubtless,harder,1
unsuspect,harder,1
unconquer,harder,1
courtship,harder,1
remonstr,harder,1
crawford,harder,1
eleanor,harder,1
spell,harder,1
tilnei,harder,1
formerli,disesteem,1
obtrus,disesteem,1
everybodi,inasmuch,1
uncl,boat,1
doctor,boat,1
harbour,boat,1
captain,boat,1
portsmouth,boat,1
crawford,boat,1
antwerp,boat,1
channel,boat,1
ship,boat,1
anchor,boat,1
spithead,boat,1
collectedli,boat,1
thrush,boat,1
campbel,boat,1
ashor,boat,1
harvil,boat,1
uncl,anchor,1
portsmouth,anchor,1
crawford,anchor,1
antwerp,anchor,1
channel,anchor,1
ship,anchor,1
boat,anchor,1
spithead,anchor,1
collectedli,anchor,1
uncl,spithead,1
everyth,spithead,1
anybodi,spithead,1
fanni,spithead,1
sky,spithead,1
dirti,spithead,1
gross,spithead,1
sail,spithead,1
sun,spithead,1
soft,spithead,1
navi,spithead,1
dash,spithead,1
wipe,spithead,1
doctor,spithead,1
harbour,spithead,1
april,spithead,1
hue,spithead,1
list,spithead,1
sea,spithead,1
portsmouth,spithead,1
island,spithead,1
shadow,spithead,1
crawford,spithead,1
drank,spithead,1
antwerp,spithead,1
glee,spithead,1
channel,spithead,1
ship,spithead,1
boat,spithead,1
anchor,spithead,1
collectedli,spithead,1
shore,spithead,1
sloop,spithead,1
thrush,spithead,1
whereabout,spithead,1
dockyard,spithead,1
afloat,spithead,1
berth,spithead,1
rampart,spithead,1
motherbank,spithead,1
swore,spithead,1
brisk,spithead,1
combin,spithead,1
uncl,collectedli,1
fanni,collectedli,1
intern,collectedli,1
purport,collectedli,1
portsmouth,collectedli,1
crawford,collectedli,1
antwerp,collectedli,1
channel,collectedli,1
ship,collectedli,1
boat,collectedli,1
anchor,collectedli,1
spithead,collectedli,1
woodhous,collectedli,1
accommod,naval,1
fanni,naval,1
gift,naval,1
foresight,naval,1
c,naval,1
regul,naval,1
commiss,naval,1
ann,naval,1
supposit,naval,1
elud,naval,1
wealthi,naval,1
bespeak,naval,1
tax,naval,1
rumour,naval,1
etc,naval,1
tenant,naval,1
louisa,naval,1
cook,naval,1
contempl,naval,1
unquestion,naval,1
sailor,naval,1
crawford,naval,1
antwerp,naval,1
ship,naval,1
mediterranean,naval,1
alert,naval,1
ashor,naval,1
knife,naval,1
decker,naval,1
fork,naval,1
shepherd,naval,1
fervour,naval,1
walter,naval,1
elliot,naval,1
musgrov,naval,1
croft,naval,1
session,naval,1
taunton,naval,1
uncl,midshipman,1
fanni,midshipman,1
smart,midshipman,1
clerk,midshipman,1
holidai,midshipman,1
lobbi,midshipman,1
brighton,midshipman,1
beachei,midshipman,1
scrubbi,midshipman,1
susan,midshipman,1
indiaman,midshipman,1
forbear,sympathet,1
septemb,sympathet,1
mari,sympathet,1
submiss,sympathet,1
thoma,sympathet,1
catherin,sympathet,1
conniv,sympathet,1
edmund,sympathet,1
sailor,sympathet,1
hourli,sympathet,1
susan,sympathet,1
walter,sympathet,1
kellynch,sympathet,1
croft,sympathet,1
taunton,sympathet,1
29th,sympathet,1
prudent,equip,1
shew,equip,1
fanni,equip,1
frank,equip,1
proteg,equip,1
thoma,equip,1
unstudi,equip,1
catherin,equip,1
compli,equip,1
cheerfulli,equip,1
umbrella,equip,1
pump,equip,1
tilney,equip,1
milsom,equip,1
fanni,fruition,1
vanish,fruition,1
insepar,fruition,1
yearn,fruition,1
fanni,insepar,1
sisterli,insepar,1
vanish,insepar,1
flew,insepar,1
penanc,insepar,1
fruition,insepar,1
yearn,insepar,1
fanni,yearn,1
vanish,yearn,1
truest,yearn,1
bosom,yearn,1
keenli,yearn,1
fruition,yearn,1
insepar,yearn,1
intens,yearn,1
schoolboy,yearn,1
shew,uncheck,1
fanni,uncheck,1
hardship,uncheck,1
earn,uncheck,1
astrai,uncheck,1
haunt,uncheck,1
harriet,uncheck,1
fearless,uncheck,1
member,uncheck,1
mansfield,uncheck,1
norri,uncheck,1
edmund,uncheck,1
unlook,uncheck,1
retrac,uncheck,1
fondest,uncheck,1
emma,uncheck,1
knightley,uncheck,1
relationship,retrac,1
fanni,retrac,1
enquiri,retrac,1
hardship,retrac,1
eclat,retrac,1
earn,retrac,1
decidedli,retrac,1
compat,retrac,1
fearless,retrac,1
member,retrac,1
mansfield,retrac,1
norri,retrac,1
edmund,retrac,1
unlook,retrac,1
seemingli,retrac,1
uncheck,retrac,1
fondest,retrac,1
fanni,fondest,1
hardship,fondest,1
earn,fondest,1
prize,fondest,1
fearless,fondest,1
research,fondest,1
member,fondest,1
mansfield,fondest,1
norri,fondest,1
edmund,fondest,1
unlook,fondest,1
uncheck,fondest,1
retrac,fondest,1
biograph,fondest,1
devot,tie,1
strengthen,tie,1
dearer,tie,1
conjug,tie,1
leg,tie,1
fratern,tie,1
randal,tie,1
loin,tie,1
walcot,tie,1
forehand,tie,1
uncl,fratern,1
everyth,fratern,1
ugli,fratern,1
strengthen,fratern,1
con,fratern,1
captain,fratern,1
conjug,fratern,1
admiral,fratern,1
tie,fratern,1
amor,fratern,1
kellynch,fratern,1
wentworth,fratern,1
fanni,commissioner,1
fanny,commissioner,1
mad,commissioner,1
trim,commissioner,1
immin,commissioner,1
sea,commissioner,1
terrif,commissioner,1
gibraltar,commissioner,1
absorb,commissioner,1
fanni,gibraltar,1
fanny,gibraltar,1
east,gibraltar,1
indi,gibraltar,1
mad,gibraltar,1
trim,gibraltar,1
immin,gibraltar,1
captain,gibraltar,1
sea,gibraltar,1
terrif,gibraltar,1
dick,gibraltar,1
atlant,gibraltar,1
commissioner,gibraltar,1
absorb,gibraltar,1
wentworth,gibraltar,1
lisbon,gibraltar,1
cork,gibraltar,1
fanni,absorb,1
fanny,absorb,1
mad,absorb,1
trim,absorb,1
immin,absorb,1
jane,absorb,1
sea,absorb,1
terrif,absorb,1
commissioner,absorb,1
gibraltar,absorb,1
fanni,twofold,1
fanny,twofold,1
drift,twofold,1
issu,twofold,1
abound,twofold,1
imperfectli,twofold,1
complac,twofold,1
mari,twofold,1
deepest,twofold,1
jane,twofold,1
particip,twofold,1
beautifi,twofold,1
illumin,twofold,1
fairfax,twofold,1
fanny,beautifi,1
sea,beautifi,1
sailor,beautifi,1
twofold,beautifi,1
illumin,beautifi,1
betim,beautifi,1
nosegai,beautifi,1
fanny,illumin,1
sky,illumin,1
fade,illumin,1
lamp,illumin,1
catherine,illumin,1
befriend,illumin,1
explor,illumin,1
treacher,illumin,1
twofold,illumin,1
beautifi,illumin,1
ardour,unsophist,1
west,shore,1
speed,shore,1
indi,shore,1
sail,shore,1
wipe,shore,1
descend,shore,1
captain,shore,1
flat,shore,1
sea,shore,1
pathet,shore,1
war,shore,1
pier,shore,1
mediterranean,shore,1
breez,shore,1
spithead,shore,1
unmanag,shore,1
sloop,shore,1
twentieth,shore,1
musgrov,shore,1
uppercross,shore,1
wentworth,shore,1
harvil,shore,1
cobb,shore,1
sand,shore,1
easterli,shore,1
nephew,thread,1
pin,thread,1
midst,thread,1
lift,thread,1
gig,thread,1
everybodi,thread,1
coachman,thread,1
needl,thread,1
vehem,thread,1
unmov,thread,1
anyon,thread,1
union,thread,1
pavement,thread,1
rack,thread,1
fidget,thread,1
vacanc,thread,1
bertram,thread,1
norri,thread,1
cushion,thread,1
endang,thread,1
shirt,thread,1
button,thread,1
shipwreck,thread,1
isabella,thread,1
speck,thread,1
knit,thread,1
incapac,thread,1
allen,thread,1
gutter,thread,1
allei,thread,1
fitli,thread,1
nephew,shirt,1
waistcoat,shirt,1
midst,shirt,1
lift,shirt,1
kitchen,shirt,1
everybodi,shirt,1
needl,shirt,1
unmov,shirt,1
sleev,shirt,1
fidget,shirt,1
bertram,shirt,1
norri,shirt,1
thread,shirt,1
button,shirt,1
shipwreck,shirt,1
betsei,shirt,1
sam,shirt,1
drawer,shirt,1
cravat,shirt,1
nephew,button,1
midst,button,1
lift,button,1
everybodi,button,1
needl,button,1
thick,button,1
unmov,button,1
fidget,button,1
bertram,button,1
norri,button,1
thread,button,1
shirt,button,1
shipwreck,button,1
knightlei,button,1
leather,button,1
gaiter,button,1
nephew,shipwreck,1
midst,shipwreck,1
lift,shipwreck,1
everybodi,shipwreck,1
needl,shipwreck,1
unmov,shipwreck,1
fidget,shipwreck,1
bertram,shipwreck,1
norri,shipwreck,1
thread,shipwreck,1
shirt,shipwreck,1
button,shipwreck,1
nephew,loan,1
fanni,loan,1
accustomari,loan,1
obviat,loan,1
disappear,loan,1
mount,loan,1
thoma,loan,1
crawford,loan,1
susan,loan,1
basket,mule,1
dirti,mule,1
hunter,mule,1
tidi,mule,1
dawdl,mule,1
string,mule,1
butcher,mule,1
bone,mule,1
fox,mule,1
liveliest,mule,1
discredit,mule,1
rough,mule,1
english,mule,1
baker,mule,1
trai,mule,1
horsemanship,mule,1
scrambl,mule,1
strai,mule,1
ridden,mule,1
fed,mule,1
chase,mule,1
cole,mule,1
homeward,mule,1
cur,mule,1
gingerbread,mule,1
rheumat,ridden,1
faultless,ridden,1
hunter,ridden,1
sweetest,ridden,1
clerk,ridden,1
joint,ridden,1
gout,ridden,1
fox,ridden,1
poorli,ridden,1
jane,ridden,1
discredit,ridden,1
rough,ridden,1
english,ridden,1
horsemanship,ridden,1
scrambl,ridden,1
mule,ridden,1
fed,ridden,1
chase,ridden,1
hunter,fed,1
stage,fed,1
fox,fed,1
sober,fed,1
discredit,fed,1
rough,fed,1
english,fed,1
horsemanship,fed,1
scrambl,fed,1
mule,fed,1
ridden,fed,1
chase,fed,1
northang,fed,1
durand,fed,1
unfledg,fed,1
sparrow,fed,1
tumbl,chase,1
hunter,chase,1
halloo,chase,1
fox,chase,1
charl,chase,1
discredit,chase,1
rough,chase,1
tom,chase,1
english,chase,1
horsemanship,chase,1
scrambl,chase,1
job,chase,1
mule,chase,1
ridden,chase,1
fed,chase,1
betsei,chase,1
sam,chase,1
rebecca,chase,1
loudest,chase,1
drown,chase,1
print,t,1
autumn,constabl,1
member,constabl,1
printer,constabl,1
majesti,constabl,1
edinburgh,constabl,1
accur,printer,1
esq,printer,1
paragraph,printer,1
somerset,printer,1
autumn,printer,1
birth,printer,1
charl,printer,1
mary,printer,1
member,printer,1
constabl,printer,1
majesti,printer,1
edinburgh,printer,1
decemb,printer,1
walter,printer,1
16,printer,1
1810,printer,1
musgrov,printer,1
uppercross,printer,1
insert,printer,1
autumn,majesti,1
member,majesti,1
constabl,majesti,1
printer,majesti,1
edinburgh,majesti,1
autumn,edinburgh,1
member,edinburgh,1
constabl,edinburgh,1
printer,edinburgh,1
majesti,edinburgh,1
outward,intellectu,1
grant,intellectu,1
poverti,intellectu,1
weston,intellectu,1
taylor,intellectu,1
store,intellectu,1
enrich,intellectu,1
prime,intellectu,1
crawford,intellectu,1
predica,intellectu,1
bate,intellectu,1
henri,persons,1
fanni,persons,1
recept,persons,1
fame,persons,1
forese,persons,1
avaric,persons,1
sharpen,persons,1
beforehand,persons,1
competit,persons,1
bertram,persons,1
crawford,persons,1
inspirit,persons,1
henri,inspirit,1
fanni,inspirit,1
fame,inspirit,1
avaric,inspirit,1
sharpen,inspirit,1
competit,inspirit,1
harriet,inspirit,1
bertram,inspirit,1
crawford,inspirit,1
persons,inspirit,1
everyth,sobrieti,1
resourc,sobrieti,1
loud,sobrieti,1
adorn,sobrieti,1
impud,sobrieti,1
oxford,sobrieti,1
strengthen,sobrieti,1
wine,sobrieti,1
oath,sobrieti,1
drunk,sobrieti,1
catherin,sobrieti,1
orderli,sobrieti,1
preemin,sobrieti,1
henri,flung,1
midst,flung,1
shoe,flung,1
mansfield,flung,1
crawford,flung,1
strikingli,steepish,1
midst,steepish,1
stone,steepish,1
parsonag,steepish,1
stream,steepish,1
knoll,steepish,1
gentli,steepish,1
downi,steepish,1
ford,steepish,1
strikingli,downi,1
midst,downi,1
stone,downi,1
parsonag,downi,1
stream,downi,1
knoll,downi,1
gentli,downi,1
steepish,downi,1
ford,downi,1
prudent,ford,1
strikingli,ford,1
linen,ford,1
midst,ford,1
guinea,ford,1
stone,ford,1
knock,ford,1
weston,ford,1
dealt,ford,1
parsonag,ford,1
stream,ford,1
knoll,ford,1
gentli,ford,1
elizabeth,ford,1
popular,ford,1
harriet,ford,1
steepish,ford,1
downi,ford,1
yesterday,ford,1
emma,ford,1
woodhous,ford,1
hartfield,ford,1
highburi,ford,1
randal,ford,1
goddard,ford,1
martin,ford,1
draper,ford,1
bates,ford,1
woollen,ford,1
haberdasher,ford,1
henri,thornton,1
everyth,thornton,1
forbear,thornton,1
fanni,thornton,1
irresist,thornton,1
vicin,thornton,1
celebr,thornton,1
phrase,thornton,1
convert,thornton,1
involuntari,thornton,1
reform,thornton,1
divin,thornton,1
forese,thornton,1
everybodi,thornton,1
michaelma,thornton,1
negoti,thornton,1
thoma,thornton,1
prayer,thornton,1
knave,thornton,1
nomin,thornton,1
capit,thornton,1
preach,thornton,1
hedg,thornton,1
box,thornton,1
perman,thornton,1
bertram,thornton,1
mansfield,thornton,1
edmund,thornton,1
crawford,thornton,1
sotherton,thornton,1
foreign,thornton,1
preacher,thornton,1
impend,thornton,1
lacei,thornton,1
irrelev,thornton,1
insidi,thornton,1
seventh,thornton,1
ponder,thornton,1
downcast,thornton,1
modernis,thornton,1
destroy,thornton,1
owen,thornton,1
humouredli,thornton,1
partnership,thornton,1
methodist,thornton,1
missionari,thornton,1
henri,lacei,1
everyth,lacei,1
fanni,lacei,1
irresist,lacei,1
vicin,lacei,1
celebr,lacei,1
phrase,lacei,1
convert,lacei,1
reform,lacei,1
divin,lacei,1
forese,lacei,1
everybodi,lacei,1
michaelma,lacei,1
negoti,lacei,1
thoma,lacei,1
prayer,lacei,1
knave,lacei,1
nomin,lacei,1
capit,lacei,1
preach,lacei,1
hedg,lacei,1
box,lacei,1
perman,lacei,1
bertram,lacei,1
mansfield,lacei,1
edmund,lacei,1
crawford,lacei,1
sotherton,lacei,1
foreign,lacei,1
preacher,lacei,1
impend,lacei,1
thornton,lacei,1
irrelev,lacei,1
insidi,lacei,1
seventh,lacei,1
owen,lacei,1
humouredli,lacei,1
partnership,lacei,1
methodist,lacei,1
missionari,lacei,1
edmund,sewell,1
thornton,irrelev,1
lacei,irrelev,1
insidi,irrelev,1
abhorr,insidi,1
recurr,insidi,1
qualiti,insidi,1
maria,insidi,1
bare,insidi,1
bertram,insidi,1
ireland,insidi,1
crawford,insidi,1
treacher,insidi,1
abbei,insidi,1
thornton,insidi,1
lacei,insidi,1
irrelev,insidi,1
clandestin,insidi,1
mill,insidi,1
fairfax,insidi,1
dixon,insidi,1
farmyard,blacksmith,1
east,sprinkl,1
lane,sprinkl,1
timber,sprinkl,1
sweep,sprinkl,1
north,sprinkl,1
nuisanc,expenditur,1
terribl,expenditur,1
string,expenditur,1
parsonag,expenditur,1
shoe,expenditur,1
reduc,expenditur,1
market,expenditur,1
powder,expenditur,1
farmyard,expenditur,1
shepherd,expenditur,1
breech,expenditur,1
russel,expenditur,1
solid,roomi,1
compact,roomi,1
roof,roomi,1
squar,roomi,1
vulgar,roomi,1
cramp,roomi,1
mansion,roomi,1
divis,roomi,1
appropri,roomi,1
comfortless,roomi,1
farmhous,roomi,1
commodi,roomi,1
scrambl,roomi,1
centuri,roomi,1
pantri,roomi,1
fullerton,roomi,1
shapeless,roomi,1
sculleri,roomi,1
solid,centuri,1
limit,centuri,1
leaf,centuri,1
compact,centuri,1
roof,centuri,1
squar,centuri,1
vulgar,centuri,1
endless,centuri,1
cramp,centuri,1
mansion,centuri,1
somersetshir,centuri,1
creation,centuri,1
catherin,centuri,1
contempl,centuri,1
satin,centuri,1
faculti,centuri,1
farmhous,centuri,1
scrambl,centuri,1
indiscrimin,centuri,1
roomi,centuri,1
remnant,centuri,1
powerless,centuri,1
costli,centuri,1
fifteenth,centuri,1
walter,centuri,1
elliot,centuri,1
kellynch,centuri,1
baronetag,centuri,1
patent,centuri,1
disput,landhold,1
asund,landhold,1
wall,landhold,1
feet,landhold,1
elizabeth,landhold,1
stamp,landhold,1
enhanc,landhold,1
squire,landhold,1
kellynch,landhold,1
disput,squire,1
stamp,squire,1
enhanc,squire,1
landhold,squire,1
smart,beachei,1
brighton,beachei,1
midshipman,beachei,1
scrubbi,beachei,1
smart,scrubbi,1
brighton,scrubbi,1
midshipman,scrubbi,1
beachei,scrubbi,1
nephew,secretari,1
charl,secretari,1
undertaken,secretari,1
crawford,secretari,1
undervoic,secretari,1
enclos,secretari,1
lordship,secretari,1
accommod,homestal,1
grant,homestal,1
holidai,homestal,1
mansfield,homestal,1
henri,everydai,1
relish,everydai,1
heighten,everydai,1
depart,everydai,1
joke,everydai,1
grant,everydai,1
conform,everydai,1
repetit,everydai,1
bit,everydai,1
occurr,everydai,1
parsonag,everydai,1
thoma,everydai,1
dessert,everydai,1
mamma,everydai,1
amid,everydai,1
catherine,everydai,1
secondli,everydai,1
papa,everydai,1
crawford,everydai,1
scrap,everydai,1
biograph,everydai,1
downright,everydai,1
phrase,seventh,1
divin,seventh,1
prayer,seventh,1
nomin,seventh,1
preach,seventh,1
mansfield,seventh,1
edmund,seventh,1
thornton,seventh,1
lacei,seventh,1
discompos,weekli,1
club,weekli,1
flower,weekli,1
wisher,weekli,1
parishion,weekli,1
sermon,weekli,1
rebecca,weekli,1
rampart,weekli,1
respit,weekli,1
woodhous,weekli,1
thoma,priest,1
edmund,priest,1
forbear,ponder,1
fanni,ponder,1
bind,ponder,1
china,ponder,1
ornament,ponder,1
involuntari,ponder,1
calmer,ponder,1
upstair,ponder,1
cast,ponder,1
rude,ponder,1
genuin,ponder,1
prettiest,ponder,1
acquisit,ponder,1
sterl,ponder,1
thoma,ponder,1
joy,ponder,1
jane,ponder,1
catherin,ponder,1
prize,ponder,1
fireplac,ponder,1
neighbours,ponder,1
withdraw,ponder,1
mercenari,ponder,1
toilett,ponder,1
carv,ponder,1
anne,ponder,1
harriet,ponder,1
realis,ponder,1
mortal,ponder,1
connexion,ponder,1
edmund,ponder,1
english,ponder,1
marbl,ponder,1
thornton,ponder,1
downcast,ponder,1
modernis,ponder,1
destroy,ponder,1
drawer,ponder,1
ambiti,ponder,1
emma,ponder,1
elton,ponder,1
bate,ponder,1
dul,ponder,1
fairfax,ponder,1
rend,ponder,1
wardrob,ponder,1
lute,ponder,1
chest,ponder,1
warrior,ponder,1
incomprehensibli,ponder,1
width,ponder,1
rumford,ponder,1
slab,ponder,1
henrietta,ponder,1
forbear,downcast,1
involuntari,downcast,1
brow,downcast,1
thoma,downcast,1
edmund,downcast,1
thornton,downcast,1
ponder,downcast,1
modernis,downcast,1
destroy,downcast,1
forbear,modernis,1
involuntari,modernis,1
thoma,modernis,1
edmund,modernis,1
thornton,modernis,1
ponder,modernis,1
downcast,modernis,1
destroy,modernis,1
forbear,destroy,1
involuntari,destroy,1
perus,destroy,1
thoma,destroy,1
strain,destroy,1
inconsol,destroy,1
edmund,destroy,1
thornton,destroy,1
ponder,destroy,1
downcast,destroy,1
modernis,destroy,1
epitaph,destroy,1
ascrib,destroy,1
luci,gregori,1
lieuten,gregori,1
